Setup title,"I/V dark_-0.2 to 0.2V"
0.299,1.32242E-07
0.298,1.35916E-07
0.297,1.28531E-07
0.296,1.27045E-07
0.295,1.30259E-07
0.294,1.24214E-07
0.293,1.25049E-07
0.292,1.15528E-07
0.291,1.1973E-07
0.29,1.15066E-07
0.289,1.11501E-07
0.288,1.14382E-07
0.287,1.19461E-07
0.286,1.13767E-07
0.285,1.12672E-07
0.284,1.0503E-07
0.283,1.11193E-07
0.282,1.13216E-07
0.281,1.07153E-07
0.28,1.29054E-07
0.279,1.10807E-07
0.278,1.15392E-07
0.277,1.17357E-07
0.276,1.12533E-07
0.275,1.10337E-07
0.274,1.07651E-07
0.273,1.03318E-07
0.272,1.07227E-07
0.271,1.18617E-07
0.27,1.26897E-07
0.269,1.39809E-07
0.268,1.47882E-07
0.267,1.40262E-07
0.266,1.29778E-07
0.265,1.30687E-07
0.264,1.3369E-07
0.263,1.35627E-07
0.262,1.30355E-07
0.261,1.38177E-07
0.26,1.50779E-07
0.259,1.5037E-07
0.258,1.42445E-07
0.257,1.3976E-07
0.256,1.33296E-07
0.255,1.30701E-07
0.254,1.34009E-07
0.253,1.36055E-07
0.252,1.41418E-07
0.251,1.47384E-07
0.25,1.42584E-07
0.249,1.41606E-07
0.248,1.52006E-07
0.247,1.5839E-07
0.246,1.54242E-07
0.245,1.42924E-07
0.244,1.28203E-07
0.243,1.20773E-07
0.242,1.12018E-07
0.241,1.17475E-07
0.24,1.15113E-07
0.239,1.40138E-07
0.238,1.37955E-07
0.237,1.40436E-07
0.236,1.2598E-07
0.235,1.22318E-07
0.234,1.22251E-07
0.233,1.24426E-07
0.232,1.42291E-07
0.231,1.4583E-07
0.23,1.48557E-07
0.229,1.51712E-07
0.228,1.60946E-07
0.227,1.50529E-07
0.226,1.45692E-07
0.225,1.37269E-07
0.224,1.14884E-07
0.223,1.0846E-07
0.222,1.09416E-07
0.221,9.9557E-08
0.22,9.943E-08
0.219,1.19334E-07
0.218,1.2027E-07
0.217,1.24427E-07
0.216,1.15289E-07
0.215,1.16411E-07
0.214,1.23478E-07
0.213,1.11242E-07
0.212,1.07931E-07
0.211,1.05072E-07
0.21,1.14309E-07
0.209,1.07698E-07
0.208,1.10225E-07
0.207,1.08802E-07
0.206,1.03226E-07
0.205,1.12401E-07
0.204,9.8974E-08
0.203,8.58997E-08
0.202,8.5947E-08
0.201,8.4049E-08
0.2,6.8646E-08
0.199,7.52407E-08
0.198,6.43001E-08
0.197,6.08191E-08
0.196,7.01691E-08
0.195,8.25438E-08
0.194,7.29819E-08
0.193,7.62817E-08
0.192,7.76973E-08
0.191,8.02586E-08
0.19,8.15182E-08
0.189,8.4774E-08
0.188,7.99987E-08
0.187,6.6545E-08
0.186,7.35042E-08
0.185,6.93478E-08
0.184,5.87061E-08
0.183,5.79951E-08
0.182,6.41396E-08
0.181,6.60674E-08
0.18,6.57803E-08
0.179,6.58626E-08
0.178,6.43595E-08
0.177,7.02513E-08
0.176,6.5425E-08
0.175,6.34614E-08
0.174,6.45643E-08
0.173,6.03797E-08
0.172,6.18137E-08
0.171,6.11495E-08
0.17,5.82028E-08
0.169,6.59532E-08
0.168,5.39624E-08
0.167,6.2987E-08
0.166,6.48042E-08
0.165,6.23524E-08
0.164,5.10437E-08
0.163,5.04819E-08
0.162,4.79445E-08
0.161,5.07462E-08
0.16,5.13888E-08
0.159,5.13568E-08
0.158,5.5033E-08
0.157,5.53911E-08
0.156,5.51497E-08
0.155,5.00964E-08
0.154,4.96311E-08
0.153,5.07212E-08
0.152,4.64611E-08
0.151,5.0292E-08
0.15,4.54668E-08
0.149,4.93813E-08
0.148,4.44074E-08
0.147,4.17023E-08
0.146,4.02101E-08
0.145,3.86366E-08
0.144,3.56681E-08
0.143,4.50031E-08
0.142,3.69993E-08
0.141,3.42465E-08
0.14,2.81064E-08
0.139,3.28232E-08
0.138,3.53672E-08
0.137,4.30387E-08
0.136,4.22875E-08
0.135,4.03127E-08
0.134,3.85139E-08
0.133,4.39668E-08
0.132,4.23279E-08
0.131,4.24135E-08
0.13,4.3713E-08
0.129,4.55712E-08
0.128,4.97536E-08
0.127,4.54687E-08
0.126,4.02646E-08
0.125,3.82046E-08
0.124,4.45055E-08
0.123,4.35055E-08
0.122,4.28436E-08
0.121,4.25946E-08
0.12,3.60721E-08
0.119,3.73216E-08
0.118,3.85765E-08
0.117,4.0301E-08
0.116,3.99796E-08
0.115,3.95475E-08
0.114,4.01905E-08
0.113,3.95151E-08
0.112,3.92489E-08
0.111,3.53612E-08
0.11,3.56742E-08
0.109,3.51209E-08
0.108,3.07072E-08
0.107,3.13036E-08
0.106,3.77906E-08
0.105,3.81345E-08
0.104,3.92726E-08
0.103,3.18737E-08
0.102,3.0269E-08
0.101,2.64333E-08
0.1,3.07597E-08
0.099,3.1492E-08
0.098,3.04286E-08
0.097,3.04915E-08
0.096,3.03377E-08
0.095,3.10446E-08
0.094,2.94124E-08
0.093,2.63192E-08
0.092,2.56383E-08
0.091,2.44005E-08
0.09,2.25E-08
0.089,2.29395E-08
0.088,2.09587E-08
0.087,2.15185E-08
0.086,2.46443E-08
0.085,3.08178E-08
0.084,2.44025E-08
0.083,2.40492E-08
0.082,2.06379E-08
0.081,1.93361E-08
0.08,2.01005E-08
0.079,1.93362E-08
0.078,1.81731E-08
0.077,1.92758E-08
0.076,1.98139E-08
0.075,2.27013E-08
0.074,2.6337E-08
0.073,2.27044E-08
0.072,2.48133E-08
0.071,2.44493E-08
0.07,2.28387E-08
0.069,1.92503E-08
0.068,1.89665E-08
0.067,2.03748E-08
0.066,2.12947E-08
0.065,2.03105E-08
0.064,2.1847E-08
0.063,2.20101E-08
0.062,2.32112E-08
0.061,2.13663E-08
0.06,1.93945E-08
0.059,2.02811E-08
0.058,2.05804E-08
0.057,2.09471E-08
0.056,2.4227E-08
0.055,2.41686E-08
0.054,2.56021E-08
0.053,2.57655E-08
0.052,2.78066E-08
0.051,2.4399E-08
0.05,2.29119E-08
0.049,2.20219E-08
0.048,2.03482E-08
0.047,2.02656E-08
0.046,2.10347E-08
0.045,1.82379E-08
0.044,1.69098E-08
0.043,1.71948E-08
0.042,1.7264E-08
0.041,1.58217E-08
0.04,1.44191E-08
0.039,1.66242E-08
0.038,1.63537E-08
0.037,1.55482E-08
0.036,1.31137E-08
0.035,1.33717E-08
0.034,1.49369E-08
0.033,1.48528E-08
0.032,1.24918E-08
0.031,1.14574E-08
0.03,9.8607E-09
0.029,1.2855E-08
0.028,1.00929E-08
0.027,1.05295E-08
0.026,1.45119E-08
0.025,1.19942E-08
0.024,1.41105E-08
0.023,1.40997E-08
0.022,1.2882E-08
0.021,1.33785E-08
0.02,1.07486E-08
0.019,1.22186E-08
0.018,1.03682E-08
0.017,9.9602E-09
0.016,7.6139E-09
0.015,6.1859E-09
0.014,6.70467E-09
0.013,7.51254E-09
0.012,6.90344E-09
0.011,5.71976E-09
0.01,5.35564E-09
0.009,5.14368E-09
0.008,3.99359E-09
0.007,2.7834E-09
0.006,2.99669E-09
0.005,2.1304E-09
0.004,1.62857E-09
0.003,1.23615E-09
0.002,9.2572E-10
0.001,4.4496E-10
0,-1.857E-11
-0.001,-4.4365E-10
-0.002,-8.3092E-10
-0.003,-1.37564E-09
-0.004,-1.63535E-09
-0.005,-2.50606E-09
-0.006,-3.1023E-09
-0.007,-3.11943E-09
-0.008,-3.3757E-09
-0.009,-4.24905E-09
-0.01,-4.45377E-09
-0.011,-4.09154E-09
-0.012,-4.91647E-09
-0.013,-5.91289E-09
-0.014,-5.24004E-09
-0.015,-5.89209E-09
-0.016,-7.7169E-09
-0.017,-6.9407E-09
-0.018,-7.1293E-09
-0.019,-7.4269E-09
-0.02,-8.5189E-09
-0.021,-9.3959E-09
-0.022,-1.03222E-08
-0.023,-9.7085E-09
-0.024,-8.8583E-09
-0.025,-1.19439E-08
-0.026,-1.21049E-08
-0.027,-1.28528E-08
-0.028,-1.51788E-08
-0.029,-1.76987E-08
-0.03,-1.98126E-08
-0.031,-1.87245E-08
-0.032,-2.06985E-08
-0.033,-1.93347E-08
-0.034,-2.1204E-08
-0.035,-2.29026E-08
-0.036,-2.63606E-08
-0.037,-2.82769E-08
-0.038,-2.75346E-08
-0.039,-2.8323E-08
-0.04,-2.93701E-08
-0.041,-2.76505E-08
-0.042,-2.60778E-08
-0.043,-2.64389E-08
-0.044,-2.69219E-08
-0.045,-2.72788E-08
-0.046,-2.60941E-08
-0.047,-2.78886E-08
-0.048,-2.85585E-08
-0.049,-3.11827E-08
-0.05,-3.00849E-08
-0.051,-3.02145E-08
-0.052,-2.90142E-08
-0.053,-3.02499E-08
-0.054,-2.97494E-08
-0.055,-2.70077E-08
-0.056,-2.84643E-08
-0.057,-2.90165E-08
-0.058,-2.94231E-08
-0.059,-2.81698E-08
-0.06,-2.9695E-08
-0.061,-3.19127E-08
-0.062,-3.23993E-08
-0.063,-3.09474E-08
-0.064,-3.01973E-08
-0.065,-2.84627E-08
-0.066,-3.10476E-08
-0.067,-3.15985E-08
-0.068,-2.68843E-08
-0.069,-2.406E-08
-0.07,-1.98649E-08
-0.071,-2.27269E-08
-0.072,-2.8181E-08
-0.073,-2.94802E-08
-0.074,-2.30826E-08
-0.075,-2.00692E-08
-0.076,-2.05847E-08
-0.077,-1.7652E-08
-0.078,-2.15436E-08
-0.079,-1.90529E-08
-0.08,-1.69747E-08
-0.081,-2.04784E-08
-0.082,-2.15901E-08
-0.083,-2.20332E-08
-0.084,-2.12002E-08
-0.085,-2.36943E-08
-0.086,-2.69954E-08
-0.087,-3.69845E-08
-0.088,-3.37851E-08
-0.089,-2.5641E-08
-0.09,-3.35956E-08
-0.091,-2.8683E-08
-0.092,-2.9501E-08
-0.093,-2.73952E-08
-0.094,-2.68398E-08
-0.095,-2.45711E-08
-0.096,-2.65779E-08
-0.097,-3.18889E-08
-0.098,-3.34389E-08
-0.099,-2.94829E-08
-0.1,-3.17616E-08
-0.101,-2.84163E-08
-0.102,-2.9644E-08
-0.103,-2.37809E-08
-0.104,-2.2998E-08
-0.105,-2.6352E-08
-0.106,-2.94074E-08
-0.107,-2.80191E-08
-0.108,-2.37905E-08
-0.109,-2.51641E-08
-0.11,-3.25119E-08
-0.111,-3.45695E-08
-0.112,-2.89354E-08
-0.113,-3.42615E-08
-0.114,-3.63302E-08
-0.115,-3.73623E-08
-0.116,-2.97553E-08
-0.117,-3.49274E-08
-0.118,-3.98614E-08
-0.119,-3.76403E-08
-0.12,-3.88443E-08
-0.121,-4.50524E-08
-0.122,-3.05921E-08
-0.123,-3.13427E-08
-0.124,-3.02822E-08
-0.125,-2.73376E-08
-0.126,-2.07441E-08
-0.127,-2.51632E-08
-0.128,-2.95552E-08
-0.129,-2.88057E-08
-0.13,-3.02724E-08
-0.131,-3.09992E-08
-0.132,-2.09281E-08
-0.133,-1.94505E-08
-0.134,-1.66682E-08
-0.135,-1.67908E-08
-0.136,-1.5417E-08
-0.137,-1.11884E-08
-0.138,-1.92884E-08
-0.139,-2.36445E-08
-0.14,-2.09533E-08
-0.141,-2.25561E-08
-0.142,-2.15478E-08
-0.143,-2.32155E-08
-0.144,-1.53113E-08
-0.145,-1.45988E-08
-0.146,-1.45887E-08
-0.147,-1.45857E-08
-0.148,-1.6326E-08
-0.149,-1.67293E-08
-0.15,-1.72672E-08
-0.151,-1.6556E-08
-0.152,-1.58215E-08
-0.153,-1.44804E-08
-0.154,-1.50935E-08
-0.155,-1.5542E-08
-0.156,-1.48433E-08
-0.157,-1.44912E-08
-0.158,-1.50086E-08
-0.159,-1.83095E-08
-0.16,-1.77285E-08
-0.161,-1.44028E-08
-0.162,-1.45077E-08
-0.163,-1.53344E-08
-0.164,-1.36982E-08
-0.165,-1.7146E-08
-0.166,-1.38971E-08
-0.167,-1.13493E-08
-0.168,-1.21956E-08
-0.169,-1.19459E-08
-0.17,-1.28093E-08
-0.171,-1.3095E-08
-0.172,-1.73518E-08
-0.173,-2.13925E-08
-0.174,-2.80366E-08
-0.175,-2.79962E-08
-0.176,-2.70104E-08
-0.177,-2.74257E-08
-0.178,-2.66679E-08
-0.179,-3.12143E-08
-0.18,-2.84376E-08
-0.181,-3.08618E-08
-0.182,-3.86242E-08
-0.183,-4.16276E-08
-0.184,-4.85645E-08
-0.185,-4.26417E-08
-0.186,-4.37003E-08
-0.187,-4.20608E-08
-0.188,-4.15645E-08
-0.189,-4.49587E-08
-0.19,-3.815E-08
-0.191,-3.4424E-08
-0.192,-3.54045E-08
-0.193,-4.98029E-08
-0.194,-4.7664E-08
-0.195,-6.4006E-08
-0.196,-7.45602E-08
-0.197,-9.7936E-08
-0.198,-1.09579E-07
-0.199,-6.0316E-08
-0.2,-6.39123E-08
-0.201,-5.39425E-08
-0.202,-5.3065E-08
-0.203,-4.86519E-08
-0.204,-5.55684E-08
-0.205,-4.51378E-08
-0.206,-4.37577E-08
-0.207,-3.70499E-08
-0.208,-3.44375E-08
-0.209,-3.34934E-08
-0.21,-3.37912E-08
-0.211,-3.35891E-08
-0.212,-3.26178E-08
-0.213,-3.6445E-08
-0.214,-3.58466E-08
-0.215,-3.84844E-08
-0.216,-3.62121E-08
-0.217,-2.92036E-08
-0.218,-2.70621E-08
-0.219,-3.79691E-08
-0.22,-4.65228E-08
-0.221,-4.91983E-08
-0.222,-5.46634E-08
-0.223,-5.40009E-08
-0.224,-7.43105E-08
-0.225,-8.26467E-08
-0.226,-8.0072E-08
-0.227,-7.74794E-08
-0.228,-6.54128E-08
-0.229,-7.2627E-08
-0.23,-1.06003E-07
-0.231,-1.0772E-07
-0.232,-1.0464E-07
-0.233,-9.03747E-08
-0.234,-8.59976E-08
-0.235,-8.2575E-08
-0.236,-9.3401E-08
-0.237,-7.293E-08
-0.238,-4.9088E-08
-0.239,-3.79287E-08
-0.24,-4.29505E-08
-0.241,-4.4118E-08
-0.242,-4.14085E-08
-0.243,-4.32915E-08
-0.244,-3.51309E-08
-0.245,-3.67659E-08
-0.246,-3.06226E-08
-0.247,-3.39191E-08
-0.248,-3.16399E-08
-0.249,-3.50922E-08
-0.25,-3.93973E-08
-0.251,-4.4974E-08
-0.252,-4.83178E-08
-0.253,-5.55683E-08
-0.254,-5.55441E-08
-0.255,-4.89612E-08
-0.256,-4.16399E-08
-0.257,-4.22064E-08
-0.258,-4.6986E-08
-0.259,-6.14153E-08
-0.26,-6.07328E-08
-0.261,-5.87694E-08
-0.262,-6.2075E-08
-0.263,-5.60071E-08
-0.264,-5.59884E-08
-0.265,-5.63626E-08
-0.266,-5.7094E-08
-0.267,-5.21576E-08
-0.268,-6.25214E-08
-0.269,-5.19774E-08
-0.27,-4.99731E-08
-0.271,-7.24657E-08
-0.272,-6.64983E-08
-0.273,-6.17818E-08
-0.274,-6.58246E-08
-0.275,-6.92811E-08
-0.276,-6.68116E-08
-0.277,-6.08132E-08
-0.278,-6.68669E-08
-0.279,-7.65317E-08
-0.28,-7.97263E-08
-0.281,-8.21282E-08
-0.282,-8.9793E-08
-0.283,-7.2619E-08
-0.284,-8.6264E-08
-0.285,-8.81836E-08
-0.286,-6.2306E-08
-0.287,-8.0732E-08
-0.288,-6.4633E-08
-0.289,-7.44278E-08
-0.29,-7.20566E-08
-0.291,-7.49159E-08
-0.292,-6.88937E-08
-0.293,-7.3351E-08
-0.294,-7.65885E-08
-0.295,-9.1306E-08
-0.296,-1.05907E-07
-0.297,-1.00036E-07
-0.298,-9.9535E-08
-0.299,-9.5682E-08
-0.3,-8.19663E-08
-0.301,-6.86531E-08
-0.302,-1.15342E-07
-0.303,-1.11988E-07
-0.304,-1.19974E-07
-0.305,-1.06764E-07
-0.306,-1.10009E-07
-0.307,-1.03358E-07
-0.308,-1.11544E-07
-0.309,-8.4435E-08
-0.31,-1.4503E-07
-0.311,-1.30525E-07
-0.312,-1.09665E-07
-0.313,-8.725E-08
-0.314,-1.19846E-07
-0.315,-1.25437E-07
-0.316,-1.30016E-07
-0.317,-1.01402E-07
-0.318,-1.02507E-07
-0.319,-1.09297E-07
-0.32,-1.15336E-07
-0.321,-1.21648E-07
-0.322,-1.16348E-07
-0.323,-1.26736E-07
-0.324,-1.16664E-07
-0.325,-1.07246E-07
-0.326,-1.32223E-07
-0.327,-1.29683E-07
-0.328,-1.12695E-07
-0.329,-1.19257E-07
-0.33,-1.22283E-07
-0.331,-1.28488E-07
-0.332,-1.23498E-07
-0.333,-1.12425E-07
-0.334,-1.14411E-07
-0.335,-1.09153E-07
-0.336,-9.4394E-08
-0.337,-1.16626E-07
-0.338,-1.09564E-07
-0.339,-1.08811E-07
-0.34,-1.21797E-07
-0.341,-1.4092E-07
-0.342,-1.36904E-07
-0.343,-1.38525E-07
-0.344,-1.36325E-07
-0.345,-1.30823E-07
-0.346,-1.39618E-07
-0.347,-1.36884E-07
-0.348,-1.45566E-07
-0.349,-1.44083E-07
-0.35,-1.55969E-07
-0.351,-1.42806E-07
-0.352,-1.41155E-07
-0.353,-1.38403E-07
-0.354,-1.56368E-07
-0.355,-1.44202E-07
-0.356,-1.73192E-07
-0.357,-1.81597E-07
-0.358,-1.78532E-07
-0.359,-1.66577E-07
-0.36,-1.53111E-07
-0.361,-1.68491E-07
-0.362,-1.68722E-07
-0.363,-1.5855E-07
-0.364,-1.7217E-07
-0.365,-1.83455E-07
-0.366,-1.72333E-07
-0.367,-1.84664E-07
-0.368,-2.07134E-07
-0.369,-2.03816E-07
-0.37,-1.94014E-07
-0.371,-1.86122E-07
-0.372,-2.27926E-07
-0.373,-2.08476E-07
-0.374,-1.7974E-07
-0.375,-1.64151E-07
-0.376,-1.38831E-07
-0.377,-9.9644E-08
-0.378,-1.22844E-07
-0.379,-1.29041E-07
-0.38,-1.70084E-07
-0.381,-1.76895E-07
-0.382,-1.72921E-07
-0.383,-1.78805E-07
-0.384,-1.82114E-07
-0.385,-1.77577E-07
-0.386,-1.76603E-07
-0.387,-1.88592E-07
-0.388,-2.05135E-07
-0.389,-2.0087E-07
-0.39,-1.92347E-07
-0.391,-1.92926E-07
-0.392,-2.11029E-07
-0.393,-2.02997E-07
-0.394,-2.16985E-07
-0.395,-2.02291E-07
-0.396,-1.87085E-07
-0.397,-1.83269E-07
-0.398,-1.82261E-07
-0.399,-1.52505E-07
-0.4,-1.83954E-07
