Setup title,"I/V Sweep_light_part2_0_2V"
0.41,2.6E-13
0.4,1.3E-13
0.39,1.1E-13
0.38,5E-14
0.37,2E-13
0.36,1E-13
0.35,5E-14
0.34,2E-13
0.33,2E-14
0.32,1.7E-13
0.31,6E-14
0.3,1E-13
0.29,5E-14
0.28,6E-14
0.27,8E-14
0.26,1E-14
0.25,1.1E-13
0.24,-6E-14
0.23,-4E-14
0.22,0
0.21,-6E-14
0.2,-6E-14
0.19,5E-14
0.18,-1.4E-13
0.17,-1E-13
0.16,-4E-14
0.15,-1E-13
0.14,-1.1E-13
0.13,-4E-14
0.12,-1.7E-13
0.11,-1.3E-13
0.1,-1.3E-13
0.09,-1E-13
0.08,-2.3E-13
0.07,-2E-13
0.06,-8E-14
0.05,-1.7E-13
0.04,-2.1E-13
0.03,-1.1E-13
0.02,-2.7E-13
0.01,-1.7E-13
0,-1.9E-13
