Setup title,"I/V-t Sampling_250s_dark_-3V"
32.34069,-0.00056505
32.35093,-0.00056509
32.36073,-0.00056513
32.37069,-0.00056532
32.38064,-0.00056511
32.39068,-0.00056481
32.40089,-0.00056478
32.41067,-0.00056476
32.42064,-0.00056526
32.43189,-0.00056452
32.44064,-0.00056486
32.45064,-0.00056507
32.46079,-0.00056511
32.47068,-0.00056498
32.48068,-0.00056511
32.49084,-0.0005651
32.50068,-0.00056499
32.51065,-0.00056508
32.52067,-0.00056548
32.53068,-0.00056537
32.5413,-0.00056536
32.55067,-0.00056507
32.56068,-0.00056517
32.572,-0.00056482
32.58068,-0.00056511
32.59069,-0.00056459
32.60096,-0.00056524
32.61064,-0.00056457
32.62068,-0.0005649
32.63068,-0.00056465
32.64068,-0.00056511
32.65092,-0.00056521
32.66067,-0.00056508
32.67068,-0.00056428
32.6816,-0.00056488
32.69069,-0.00056445
32.70068,-0.00056477
32.71077,-0.00056468
32.72068,-0.0005647
32.73069,-0.00056441
32.74084,-0.00056484
32.75068,-0.00056488
32.76069,-0.0005648
32.77067,-0.00056484
32.78068,-0.00056457
32.7913,-0.00056484
32.80063,-0.00056488
32.81069,-0.0005646
32.82195,-0.00056483
32.83064,-0.00056491
32.84064,-0.00056502
32.85091,-0.00056438
32.86064,-0.00056479
32.87069,-0.0005646
32.88064,-0.00056503
32.89064,-0.00056437
32.90092,-0.00056479
32.91067,-0.00056493
32.92064,-0.00056484
32.93161,-0.00056431
32.94068,-0.00056464
32.95068,-0.00056438
32.96078,-0.00056447
32.97064,-0.00056426
32.98064,-0.00056463
32.99084,-0.00056487
33.00068,-0.00056496
33.01064,-0.00056454
33.02067,-0.00056502
33.03064,-0.00056414
33.04134,-0.00056457
33.05063,-0.00056431
33.06069,-0.00056495
33.07229,-0.00056431
33.08063,-0.00056491
33.09068,-0.0005641
33.10093,-0.00056506
33.11068,-0.00056459
33.12068,-0.00056565
33.13063,-0.00056434
33.14069,-0.00056427
33.15093,-0.00056371
33.16068,-0.00056461
33.17069,-0.00056371
33.18183,-0.00056425
33.19069,-0.00056418
33.20068,-0.00056484
33.21078,-0.0005649
33.22064,-0.00056523
33.23068,-0.00056501
33.24084,-0.0005653
33.25064,-0.00056523
33.26064,-0.00056537
33.27068,-0.00056451
33.28064,-0.00056466
33.29137,-0.00056516
33.30068,-0.00056543
33.31068,-0.00056484
33.32201,-0.00056575
33.33068,-0.00056526
33.34064,-0.00056504
33.35089,-0.00056479
33.36067,-0.00056533
33.37064,-0.00056491
33.38063,-0.00056476
33.39069,-0.00056521
33.40093,-0.00056494
33.41068,-0.00056423
33.42068,-0.00056477
33.43164,-0.00056444
33.44069,-0.00056448
33.45069,-0.00056413
33.46078,-0.0005651
33.47068,-0.00056471
33.48064,-0.00056481
33.49063,-0.00056441
33.50068,-0.00056484
33.51068,-0.00056464
33.52068,-0.0005649
33.53069,-0.00056477
33.54122,-0.00056536
33.55068,-0.00056512
33.56068,-0.00056461
33.57204,-0.00056453
33.58068,-0.0005649
33.59068,-0.0005648
33.60093,-0.00056516
33.61072,-0.00056404
33.62069,-0.00056492
33.63067,-0.00056467
33.64069,-0.00056536
33.65092,-0.00056459
33.66068,-0.00056392
33.67068,-0.00056422
33.68165,-0.00056495
33.69067,-0.00056477
33.70069,-0.00056512
33.71076,-0.00056422
33.72065,-0.00056501
33.73068,-0.00056412
33.7408,-0.00056451
33.75064,-0.00056443
33.76065,-0.00056469
33.77067,-0.00056474
33.78069,-0.00056492
33.7913,-0.00056471
33.80064,-0.00056483
33.81064,-0.0005649
33.822,-0.00056518
33.83067,-0.00056479
33.84065,-0.00056517
33.85094,-0.00056415
33.86068,-0.00056472
33.87065,-0.00056478
33.88067,-0.00056541
33.89069,-0.0005643
33.9009,-0.00056453
33.91064,-0.00056455
33.92068,-0.00056467
33.93163,-0.00056448
33.94064,-0.00056467
33.95064,-0.0005645
33.96081,-0.00056461
33.97064,-0.00056386
33.98065,-0.00056466
33.99083,-0.0005643
34.00064,-0.00056508
34.01065,-0.0005636
34.02067,-0.00056499
34.03069,-0.0005646
34.04108,-0.00056406
34.05068,-0.00056403
34.06068,-0.00056402
34.07201,-0.00056409
34.08068,-0.0005644
34.09068,-0.00056415
34.1009,-0.00056452
34.11068,-0.00056381
34.12069,-0.00056505
34.13063,-0.0005643
34.14069,-0.00056467
34.15092,-0.00056399
34.16068,-0.0005645
34.17068,-0.00056392
34.18162,-0.00056469
34.19064,-0.00056495
34.20064,-0.00056475
34.21157,-0.00056462
34.22063,-0.00056542
34.23069,-0.00056449
34.24083,-0.00056447
34.25065,-0.00056454
34.26068,-0.00056491
34.27068,-0.00056449
34.28069,-0.00056427
34.29128,-0.00056411
34.30063,-0.00056455
34.31069,-0.00056435
34.32204,-0.00056495
34.33068,-0.00056421
34.34069,-0.00056487
34.35095,-0.00056461
34.36064,-0.00056469
34.37068,-0.00056425
34.38067,-0.00056499
34.39068,-0.0005647
34.40092,-0.00056472
34.41067,-0.00056433
34.42064,-0.00056526
34.43157,-0.00056406
34.44067,-0.00056439
34.45068,-0.00056414
34.46156,-0.00056421
34.47064,-0.00056428
34.48065,-0.0005648
34.49063,-0.00056449
34.50068,-0.0005646
34.51069,-0.00056442
34.52063,-0.00056435
34.53068,-0.00056399
34.54127,-0.00056443
34.55063,-0.00056417
34.56064,-0.00056489
34.57193,-0.00056401
34.58067,-0.00056423
34.59068,-0.00056389
34.60092,-0.00056461
34.61068,-0.00056482
34.62069,-0.00056494
34.63067,-0.00056509
34.64064,-0.00056468
34.65088,-0.00056472
34.66067,-0.00056524
34.67064,-0.00056447
34.68184,-0.00056504
34.69067,-0.00056453
34.70068,-0.00056494
34.71079,-0.00056449
34.72068,-0.00056472
34.73065,-0.00056409
34.74083,-0.00056498
34.75077,-0.00056436
34.76069,-0.00056469
34.77063,-0.00056432
34.78068,-0.00056527
34.79128,-0.00056424
34.80067,-0.00056477
34.81068,-0.00056409
34.82204,-0.00056427
34.83068,-0.00056445
34.84069,-0.00056515
34.85087,-0.00056478
34.86069,-0.00056477
34.87068,-0.00056441
34.88064,-0.00056466
34.89064,-0.00056395
34.90088,-0.00056445
34.91067,-0.0005642
34.92064,-0.00056426
34.93158,-0.00056445
34.94063,-0.0005649
34.95064,-0.0005645
34.96079,-0.00056432
34.97068,-0.00056393
34.98069,-0.00056506
34.99079,-0.00056388
35.00068,-0.00056499
35.01065,-0.00056477
35.02063,-0.0005647
35.03064,-0.00056426
35.04102,-0.00056467
35.05068,-0.00056415
35.06065,-0.00056439
35.07204,-0.00056386
35.08068,-0.00056413
35.09064,-0.00056377
35.10089,-0.00056448
35.11068,-0.00056418
35.12065,-0.00056447
35.13067,-0.00056401
35.14068,-0.00056402
35.15068,-0.00056376
35.16067,-0.00056445
35.17064,-0.00056426
35.18183,-0.00056461
35.19067,-0.00056406
35.20064,-0.00056469
35.21078,-0.00056452
35.22068,-0.00056461
35.23069,-0.0005642
35.24083,-0.00056425
35.25068,-0.00056423
35.26069,-0.00056467
35.27067,-0.00056393
35.28068,-0.00056454
35.29127,-0.00056381
35.30063,-0.00056445
35.31068,-0.00056406
35.32206,-0.0005646
35.33067,-0.00056438
35.34064,-0.00056382
35.3509,-0.00056446
35.36068,-0.00056443
35.37065,-0.00056453
35.38067,-0.00056446
35.39068,-0.00056421
35.40065,-0.00056455
35.41063,-0.00056393
35.42064,-0.00056431
35.43186,-0.00056461
35.44067,-0.00056453
35.45068,-0.00056425
35.46078,-0.0005647
35.47068,-0.0005646
35.48069,-0.0005644
35.49083,-0.00056423
35.50068,-0.00056477
35.51065,-0.00056416
35.52063,-0.00056465
35.53064,-0.00056391
35.54102,-0.00056435
35.55064,-0.00056454
35.56069,-0.00056428
35.57206,-0.00056447
35.58069,-0.00056465
35.59064,-0.00056438
35.60092,-0.00056507
35.61064,-0.00056456
35.62065,-0.0005643
35.63063,-0.00056439
35.64064,-0.00056451
35.65093,-0.00056436
35.66067,-0.00056473
35.67064,-0.00056405
35.68161,-0.00056501
35.69067,-0.00056418
35.70064,-0.00056484
35.71078,-0.00056437
35.72064,-0.00056477
35.73069,-0.00056447
35.74083,-0.0005644
35.75068,-0.00056364
35.76065,-0.00056438
35.77067,-0.00056421
35.78068,-0.00056528
35.7913,-0.00056413
35.80067,-0.00056489
35.81068,-0.0005645
35.82199,-0.00056509
35.83067,-0.00056457
35.84064,-0.00056507
35.85091,-0.00056463
35.86064,-0.00056494
35.87069,-0.00056406
35.88063,-0.00056408
35.89068,-0.0005643
35.90093,-0.00056474
35.91067,-0.00056482
35.92068,-0.00056488
35.9316,-0.00056423
35.94064,-0.00056457
35.95068,-0.0005638
35.9616,-0.00056513
35.97068,-0.00056453
35.98065,-0.00056438
35.99079,-0.00056433
36.00064,-0.00056521
36.01065,-0.00056391
36.02064,-0.00056447
36.03065,-0.00056406
36.04106,-0.00056461
36.05069,-0.00056403
36.06064,-0.00056462
36.07204,-0.00056386
36.08068,-0.00056474
36.09065,-0.0005642
36.10085,-0.00056518
36.11069,-0.00056441
36.12064,-0.00056486
36.13067,-0.00056433
36.14069,-0.0005651
36.1509,-0.00056424
36.16067,-0.00056494
36.17069,-0.00056433
36.18161,-0.00056491
36.19067,-0.00056457
36.20068,-0.000565
36.21078,-0.00056445
36.22068,-0.00056485
36.23064,-0.00056431
36.24083,-0.00056486
36.25064,-0.00056425
36.26068,-0.00056445
36.27068,-0.00056405
36.28068,-0.00056494
36.29129,-0.00056435
36.30068,-0.00056494
36.31064,-0.00056366
36.32203,-0.00056438
36.33068,-0.00056382
36.34069,-0.00056488
36.35086,-0.00056396
36.36069,-0.00056518
36.37064,-0.00056388
36.38067,-0.00056458
36.39069,-0.00056385
36.40092,-0.00056428
36.41067,-0.00056354
36.42069,-0.00056398
36.43162,-0.00056348
36.44064,-0.00056447
36.45068,-0.00056391
36.4616,-0.00056413
36.47063,-0.00056361
36.48064,-0.00056459
36.49083,-0.00056394
36.50064,-0.00056484
36.51069,-0.0005642
36.52063,-0.00056469
36.53064,-0.00056407
36.54136,-0.00056426
36.55067,-0.00056393
36.56064,-0.00056453
36.57204,-0.0005647
36.58067,-0.00056489
36.59068,-0.00056383
36.60085,-0.0005647
36.61068,-0.00056307
36.62069,-0.00056453
36.63067,-0.00056378
36.64068,-0.00056457
36.65088,-0.00056425
36.66067,-0.00056462
36.67068,-0.00056418
36.68158,-0.00056461
36.69063,-0.00056397
36.70068,-0.00056462
36.7116,-0.00056384
36.72068,-0.00056453
36.73065,-0.00056459
36.74063,-0.00056433
36.75069,-0.00056458
36.76064,-0.00056481
36.77068,-0.0005643
36.78064,-0.00056458
36.79124,-0.00056434
36.80067,-0.00056501
36.81068,-0.0005642
36.82198,-0.00056486
36.83067,-0.0005647
36.84064,-0.00056486
36.85089,-0.00056427
36.86064,-0.00056463
36.87065,-0.00056389
36.88067,-0.00056425
36.89068,-0.00056362
36.90092,-0.00056474
36.91063,-0.00056404
36.92064,-0.00056458
36.93153,-0.00056451
36.94067,-0.00056519
36.95064,-0.00056451
36.96078,-0.0005646
36.97068,-0.00056386
36.98076,-0.00056448
36.99084,-0.0005644
37.00069,-0.00056422
37.01068,-0.00056397
37.02068,-0.00056447
37.03064,-0.000564
37.04127,-0.00056468
37.05063,-0.00056401
37.06068,-0.00056471
37.07203,-0.00056405
37.08067,-0.00056441
37.09068,-0.00056447
37.10086,-0.00056465
37.11064,-0.00056385
37.12069,-0.00056469
37.13067,-0.00056448
37.14068,-0.00056428
37.15068,-0.00056366
37.16063,-0.0005646
37.17064,-0.00056393
37.18156,-0.00056474
37.19063,-0.00056376
37.20068,-0.00056438
37.2116,-0.00056397
37.22068,-0.00056449
37.23065,-0.00056375
37.24084,-0.00056478
37.25064,-0.00056388
37.26064,-0.00056424
37.27064,-0.0005639
37.28068,-0.00056406
37.29131,-0.00056422
37.30067,-0.00056417
37.31068,-0.00056383
37.32199,-0.00056439
37.33067,-0.00056362
37.34064,-0.0005642
37.35089,-0.00056358
37.36064,-0.00056442
37.37069,-0.00056374
37.38063,-0.00056443
37.39064,-0.00056407
37.40088,-0.00056435
37.41067,-0.00056391
37.42064,-0.00056417
37.43159,-0.00056418
37.44067,-0.00056415
37.45068,-0.00056398
37.46156,-0.00056427
37.47068,-0.00056446
37.48064,-0.00056438
37.49083,-0.00056451
37.50064,-0.00056477
37.51069,-0.0005641
37.52067,-0.00056533
37.53068,-0.00056446
37.54132,-0.00056474
37.55063,-0.0005641
37.56068,-0.00056464
37.57199,-0.00056439
37.58067,-0.00056496
37.59068,-0.00056394
37.60089,-0.00056445
37.61064,-0.00056393
37.62069,-0.00056429
37.63063,-0.00056425
37.64064,-0.00056437
37.65064,-0.00056415
37.66067,-0.00056394
37.67068,-0.00056425
37.68183,-0.00056435
37.69067,-0.00056401
37.70069,-0.00056464
37.7116,-0.00056452
37.72064,-0.00056476
37.73069,-0.00056454
37.74079,-0.00056436
37.75064,-0.000564
37.76064,-0.00056484
37.77068,-0.00056407
37.78068,-0.00056483
37.79104,-0.00056399
37.80068,-0.00056491
37.81065,-0.00056411
37.822,-0.00056448
37.83068,-0.00056425
37.84064,-0.00056503
37.85089,-0.00056398
37.86068,-0.00056445
37.87069,-0.00056395
37.88067,-0.00056442
37.89069,-0.00056418
37.90091,-0.00056443
37.91068,-0.00056375
37.92068,-0.0005643
37.93156,-0.000564
37.94067,-0.00056398
37.95064,-0.0005632
37.9616,-0.0005642
37.97064,-0.0005644
37.98064,-0.00056495
37.99084,-0.00056425
38.00069,-0.00056507
38.01068,-0.00056455
38.02064,-0.00056479
38.03064,-0.0005646
38.04136,-0.00056477
38.05067,-0.00056421
38.06064,-0.00056489
38.07203,-0.00056456
38.08067,-0.00056461
38.09068,-0.00056403
38.1009,-0.00056435
38.11072,-0.00056419
38.12069,-0.00056467
38.13063,-0.00056425
38.14064,-0.00056468
38.15093,-0.00056414
38.16067,-0.00056433
38.17068,-0.00056412
38.18161,-0.00056433
38.19067,-0.00056378
38.20068,-0.00056451
38.21079,-0.00056383
38.22064,-0.00056415
38.23065,-0.00056408
38.24083,-0.00056464
38.25068,-0.00056428
38.26069,-0.00056447
38.27067,-0.00056374
38.28064,-0.00056428
38.29131,-0.00056401
38.30067,-0.00056435
38.31064,-0.00056456
38.32197,-0.00056484
38.33067,-0.00056454
38.34064,-0.00056447
38.35092,-0.00056418
38.36064,-0.00056455
38.37069,-0.00056396
38.38067,-0.00056464
38.39064,-0.00056456
38.40093,-0.00056484
38.41067,-0.00056407
38.42068,-0.00056558
38.43177,-0.00056388
38.44067,-0.00056484
38.45068,-0.00056494
38.4616,-0.00056444
38.47068,-0.0005636
38.48064,-0.00056453
38.4908,-0.00056464
38.50083,-0.00056474
38.51065,-0.0005633
38.52063,-0.00056451
38.53065,-0.00056399
38.54124,-0.00056465
38.55064,-0.00056383
38.56068,-0.0005645
38.57225,-0.00056392
38.58063,-0.00056468
38.59064,-0.00056436
38.60085,-0.00056493
38.61064,-0.0005644
38.62065,-0.00056475
38.63067,-0.0005643
38.64068,-0.0005643
38.65093,-0.00056462
38.66067,-0.00056502
38.67068,-0.00056472
38.68156,-0.00056465
38.69068,-0.00056406
38.70065,-0.00056469
38.71155,-0.00056408
38.72073,-0.00056489
38.73068,-0.00056445
38.74084,-0.00056486
38.75068,-0.00056424
38.76069,-0.00056423
38.77067,-0.00056405
38.78064,-0.00056465
38.79131,-0.00056452
38.80063,-0.00056471
38.81064,-0.0005646
38.82196,-0.00056521
38.83067,-0.00056482
38.84064,-0.00056508
38.85083,-0.00056454
38.86068,-0.00056514
38.87065,-0.00056462
38.88067,-0.00056486
38.89068,-0.00056458
38.90093,-0.00056476
38.91067,-0.00056463
38.92068,-0.00056548
38.93154,-0.00056465
38.94067,-0.00056488
38.95064,-0.00056393
38.96076,-0.00056464
38.97064,-0.00056427
38.98069,-0.0005648
38.99083,-0.00056406
39.00064,-0.00056524
39.01069,-0.00056443
39.02067,-0.00056462
39.03068,-0.00056438
39.04128,-0.00056479
39.05067,-0.00056423
39.06064,-0.00056467
39.07202,-0.00056484
39.08063,-0.00056459
39.09068,-0.00056421
39.10083,-0.00056464
39.11064,-0.00056423
39.12065,-0.00056484
39.13067,-0.00056474
39.14068,-0.00056473
39.15093,-0.00056446
39.16067,-0.00056499
39.17068,-0.0005642
39.18178,-0.00056461
39.19063,-0.00056418
39.20064,-0.00056477
39.21155,-0.00056462
39.22069,-0.00056467
39.23068,-0.00056423
39.2408,-0.0005643
39.25064,-0.00056388
39.26068,-0.00056425
39.27064,-0.0005642
39.28068,-0.00056418
39.29104,-0.00056388
39.30069,-0.00056431
39.31068,-0.00056415
39.32201,-0.0005643
39.33064,-0.00056381
39.34068,-0.00056452
39.35084,-0.00056378
39.36068,-0.0005645
39.37065,-0.00056409
39.38063,-0.00056469
39.39069,-0.00056441
39.40091,-0.00056457
39.41064,-0.00056376
39.42063,-0.00056501
39.43185,-0.00056406
39.44067,-0.00056444
39.45068,-0.00056472
39.46161,-0.00056532
39.47069,-0.00056477
39.48065,-0.00056408
39.49083,-0.0005641
39.50069,-0.00056481
39.51069,-0.00056439
39.52067,-0.00056457
39.53065,-0.00056403
39.54129,-0.00056487
39.55068,-0.00056408
39.56068,-0.00056484
39.57197,-0.00056396
39.58068,-0.0005643
39.59068,-0.00056396
39.60084,-0.00056462
39.61064,-0.00056419
39.62069,-0.00056494
39.63063,-0.00056411
39.64069,-0.00056442
39.65092,-0.00056428
39.66068,-0.00056423
39.67068,-0.00056423
39.68156,-0.0005647
39.69068,-0.00056398
39.70064,-0.00056443
39.71157,-0.00056391
39.72063,-0.00056413
39.73065,-0.00056445
39.74082,-0.00056461
39.75069,-0.00056434
39.76064,-0.00056391
39.77069,-0.00056406
39.78065,-0.00056431
39.79103,-0.00056427
39.80064,-0.0005644
39.81068,-0.00056433
39.82197,-0.00056475
39.83064,-0.00056433
39.84077,-0.00056491
39.85087,-0.00056457
39.86068,-0.00056452
39.87069,-0.00056444
39.88067,-0.00056424
39.89065,-0.00056398
39.90093,-0.00056411
39.91068,-0.00056462
39.92064,-0.00056435
39.93183,-0.00056402
39.94068,-0.00056416
39.95068,-0.00056381
39.96161,-0.00056423
39.97068,-0.00056437
39.9809,-0.00056428
39.99079,-0.00056391
40.00065,-0.00056393
40.01064,-0.00056433
40.02064,-0.00056486
40.03068,-0.00056409
40.04129,-0.00056473
40.05067,-0.00056464
40.06064,-0.00056501
40.07202,-0.00056499
40.08063,-0.0005647
40.09069,-0.00056412
40.10088,-0.00056418
40.11069,-0.000564
40.12064,-0.00056485
40.13064,-0.00056426
40.14068,-0.00056461
40.15069,-0.00056438
40.16067,-0.00056437
40.17068,-0.00056421
40.18182,-0.00056475
40.19063,-0.00056409
40.20068,-0.0005643
40.21081,-0.00056455
40.22068,-0.00056436
40.23084,-0.00056456
40.24078,-0.00056445
40.25069,-0.00056464
40.26064,-0.00056465
40.27064,-0.00056426
40.28068,-0.00056518
40.29122,-0.00056435
40.30067,-0.00056472
40.31068,-0.0005644
40.32202,-0.00056425
40.33063,-0.0005642
40.34065,-0.00056409
40.35088,-0.00056337
40.36065,-0.00056414
40.37065,-0.00056361
40.38067,-0.00056465
40.39069,-0.0005646
40.40094,-0.00056439
40.41068,-0.0005643
40.42068,-0.00056417
40.43181,-0.00056448
40.44064,-0.00056453
40.45068,-0.00056426
40.46155,-0.00056427
40.47068,-0.00056428
40.48069,-0.00056448
40.49083,-0.00056444
40.50065,-0.00056435
40.51068,-0.00056362
40.52064,-0.00056464
40.53064,-0.0005644
40.54128,-0.00056422
40.55067,-0.00056417
40.56068,-0.00056469
40.57196,-0.00056455
40.58068,-0.00056496
40.59081,-0.00056486
40.60087,-0.00056526
40.61069,-0.00056491
40.62068,-0.00056479
40.63064,-0.00056416
40.64068,-0.00056486
40.65093,-0.00056464
40.66063,-0.00056447
40.67064,-0.0005647
40.68156,-0.00056494
40.69067,-0.0005644
40.70069,-0.00056472
40.71077,-0.00056457
40.72069,-0.00056464
40.73064,-0.00056481
40.7408,-0.00056501
40.75068,-0.0005647
40.76065,-0.00056457
40.77063,-0.00056472
40.78068,-0.00056466
40.79127,-0.00056465
40.80063,-0.00056461
40.81064,-0.00056444
40.82198,-0.00056486
40.83063,-0.00056408
40.84065,-0.00056501
40.85085,-0.00056494
40.86069,-0.00056501
40.87064,-0.00056471
40.88064,-0.00056486
40.89064,-0.00056393
40.90069,-0.00056421
40.91063,-0.00056433
40.92069,-0.00056493
40.93185,-0.00056473
40.94069,-0.0005646
40.95068,-0.00056364
40.96161,-0.00056387
40.97068,-0.00056517
40.98069,-0.0005652
40.99079,-0.00056476
41.00069,-0.00056491
41.01068,-0.00056498
41.02068,-0.00056504
41.03064,-0.00056454
41.04122,-0.00056518
41.05067,-0.00056457
41.06069,-0.0005646
41.07203,-0.00056511
41.08068,-0.00056505
41.09068,-0.00056471
41.10088,-0.00056459
41.11068,-0.00056481
41.12069,-0.00056463
41.13067,-0.00056477
41.14069,-0.00056474
41.15087,-0.00056477
41.16068,-0.00056494
41.17064,-0.00056462
41.18163,-0.00056503
41.19064,-0.00056482
41.20064,-0.00056518
41.21079,-0.00056491
41.22064,-0.00056496
41.23069,-0.00056492
41.24081,-0.00056488
41.25069,-0.00056474
41.26064,-0.00056508
41.27064,-0.00056464
41.28068,-0.00056477
41.29128,-0.00056446
41.30063,-0.00056495
41.31064,-0.00056499
41.32221,-0.00056487
41.33063,-0.00056489
41.34069,-0.00056469
41.35089,-0.00056496
41.36069,-0.00056507
41.37068,-0.00056501
41.38068,-0.00056523
41.39064,-0.00056482
41.40089,-0.00056533
41.41067,-0.00056475
41.42064,-0.00056476
41.43157,-0.00056477
41.44063,-0.00056511
41.45069,-0.00056488
41.46076,-0.00056516
41.47064,-0.00056501
41.48064,-0.00056488
41.49084,-0.00056442
41.50068,-0.00056466
41.51065,-0.00056466
41.52063,-0.00056463
41.53069,-0.00056481
41.54126,-0.00056441
41.55068,-0.0005647
41.56064,-0.00056449
41.572,-0.00056471
41.58068,-0.00056451
41.59068,-0.00056445
41.60086,-0.00056443
41.61069,-0.00056474
41.62065,-0.00056423
41.63063,-0.00056456
41.64069,-0.00056501
41.65087,-0.00056503
41.66068,-0.00056478
41.67064,-0.00056488
41.68159,-0.00056431
41.69064,-0.00056493
41.70064,-0.00056481
41.7116,-0.00056468
41.72064,-0.00056486
41.73069,-0.00056442
41.74081,-0.0005648
41.75068,-0.00056443
41.76064,-0.00056464
41.77064,-0.00056497
41.78068,-0.0005654
41.7912,-0.00056484
41.80067,-0.00056469
41.81068,-0.0005644
41.82222,-0.00056455
41.83068,-0.00056432
41.84068,-0.00056462
41.85081,-0.00056438
41.86073,-0.00056449
41.87064,-0.00056408
41.88064,-0.00056479
41.89068,-0.00056486
41.90091,-0.00056469
41.91063,-0.00056439
41.92064,-0.00056461
41.93149,-0.00056482
41.94064,-0.00056495
41.95064,-0.00056481
41.9616,-0.00056444
41.97068,-0.000565
41.98068,-0.00056513
41.99084,-0.00056493
42.00064,-0.00056504
42.01064,-0.00056506
42.02063,-0.00056487
42.03068,-0.00056433
42.04125,-0.00056455
42.05067,-0.00056473
42.06068,-0.00056446
42.07193,-0.0005648
42.08068,-0.0005648
42.09064,-0.00056468
42.10082,-0.00056485
42.11068,-0.00056481
42.12068,-0.0005643
42.13064,-0.00056449
42.14064,-0.00056479
42.15064,-0.00056494
42.16068,-0.00056517
42.17069,-0.00056453
42.18173,-0.00056447
42.19064,-0.00056477
42.20064,-0.00056486
42.21161,-0.00056444
42.22068,-0.0005644
42.23064,-0.0005644
42.24082,-0.00056422
42.25068,-0.0005646
42.26069,-0.00056495
42.27067,-0.00056486
42.28068,-0.00056496
42.29122,-0.00056457
42.30063,-0.00056492
42.31068,-0.00056458
42.32223,-0.00056505
42.33068,-0.00056471
42.34069,-0.00056473
42.35081,-0.0005646
42.36068,-0.00056469
42.37068,-0.00056479
42.38068,-0.00056479
42.39068,-0.00056488
42.40086,-0.00056479
42.41067,-0.00056474
42.42068,-0.00056484
42.43154,-0.0005645
42.44067,-0.00056458
42.45068,-0.0005646
42.46158,-0.00056428
42.47068,-0.00056439
42.48069,-0.00056433
42.4908,-0.00056467
42.50064,-0.00056434
42.51068,-0.00056438
42.52068,-0.00056487
42.53064,-0.00056441
42.54124,-0.00056423
42.55063,-0.00056437
42.56064,-0.00056438
42.57193,-0.00056442
42.58067,-0.00056386
42.59064,-0.00056462
42.60082,-0.00056439
42.61068,-0.00056438
42.62069,-0.00056446
42.63067,-0.00056399
42.64069,-0.00056427
42.6508,-0.00056448
42.66067,-0.0005648
42.67064,-0.0005646
42.68161,-0.00056405
42.69067,-0.00056421
42.70068,-0.00056438
42.7116,-0.00056491
42.72071,-0.00056485
42.73069,-0.00056489
42.74079,-0.00056464
42.75064,-0.00056486
42.76064,-0.00056476
42.77067,-0.00056473
42.78068,-0.00056521
42.79127,-0.00056487
42.80063,-0.00056471
42.81069,-0.00056513
42.82196,-0.00056489
42.83068,-0.00056458
42.84084,-0.00056454
42.85081,-0.00056441
42.86068,-0.00056474
42.87069,-0.00056426
42.88068,-0.00056463
42.89064,-0.00056452
42.90085,-0.00056448
42.91064,-0.00056464
42.92068,-0.00056501
42.93155,-0.00056474
42.94064,-0.0005648
42.95064,-0.00056433
42.96155,-0.00056423
42.97068,-0.0005643
42.98064,-0.00056426
42.99082,-0.00056458
43.00064,-0.00056499
43.01069,-0.0005653
43.02063,-0.00056501
43.03064,-0.00056429
43.04121,-0.000565
43.05064,-0.00056509
43.06068,-0.00056471
43.07223,-0.00056478
43.08063,-0.00056533
43.09069,-0.00056481
43.10087,-0.00056446
43.11064,-0.00056488
43.12064,-0.0005647
43.13068,-0.0005649
43.14068,-0.00056429
43.15088,-0.0005647
43.16067,-0.00056452
43.17069,-0.0005643
43.18148,-0.00056476
43.19063,-0.00056457
43.20068,-0.00056408
43.2116,-0.00056452
43.22063,-0.00056435
43.23064,-0.00056474
43.2408,-0.00056422
43.25064,-0.00056444
43.26064,-0.00056473
43.27067,-0.00056452
43.28069,-0.00056477
43.29124,-0.00056438
43.30068,-0.00056491
43.31069,-0.00056457
43.32193,-0.00056443
43.33067,-0.00056486
43.34069,-0.00056475
43.35083,-0.0005648
43.36068,-0.00056457
43.37064,-0.00056452
43.38067,-0.00056474
43.39068,-0.00056468
43.40064,-0.00056508
43.41063,-0.0005646
43.42064,-0.00056475
43.4318,-0.00056442
43.44063,-0.00056471
43.45068,-0.00056465
43.46155,-0.00056417
43.47068,-0.00056452
43.48064,-0.00056489
43.49082,-0.00056491
43.50068,-0.00056466
43.51068,-0.00056467
43.52068,-0.000564
43.53068,-0.000565
43.54099,-0.00056437
43.55063,-0.00056451
43.56064,-0.00056413
43.57197,-0.00056465
43.58064,-0.00056488
43.59068,-0.00056491
43.60084,-0.00056468
43.61064,-0.00056508
43.62064,-0.00056474
43.63063,-0.00056457
43.64064,-0.00056499
43.65089,-0.00056474
43.66067,-0.00056462
43.67068,-0.00056477
43.68178,-0.00056475
43.69068,-0.00056477
43.70068,-0.00056464
43.71157,-0.00056517
43.72064,-0.00056451
43.73064,-0.00056478
43.7408,-0.00056496
43.75068,-0.00056467
43.76068,-0.00056459
43.77067,-0.00056495
43.78069,-0.00056462
43.79119,-0.00056451
43.80067,-0.00056432
43.81064,-0.00056481
43.82219,-0.00056417
43.83063,-0.00056413
43.84069,-0.00056385
43.85085,-0.00056451
43.86068,-0.00056455
43.87064,-0.00056483
43.88068,-0.00056474
43.89068,-0.00056467
43.90092,-0.00056444
43.91067,-0.00056464
43.92064,-0.0005644
43.93153,-0.00056465
43.94064,-0.00056448
43.95064,-0.00056436
43.96155,-0.00056427
43.97064,-0.00056475
43.98087,-0.00056438
