Setup title,"I/V-t Sampling_500s_dark_3V"
151.71077,1.9663E-05
151.72064,1.9621E-05
151.73091,1.9549E-05
151.74068,1.953E-05
151.75068,1.95E-05
151.76064,1.9572E-05
151.77068,1.9552E-05
151.78068,1.9588E-05
151.79151,1.9606E-05
151.80067,1.9524E-05
151.81064,1.9493E-05
151.8221,1.951E-05
151.83068,1.957E-05
151.84068,1.95E-05
151.8509,1.9529E-05
151.86068,1.9595E-05
151.87068,1.9646E-05
151.88068,1.9712E-05
151.89068,1.9625E-05
151.90096,1.957E-05
151.91067,1.9658E-05
151.92068,1.952E-05
151.93205,1.9521E-05
151.94063,1.9502E-05
151.95068,1.9487E-05
151.96081,1.9478E-05
151.97064,1.9449E-05
151.98064,1.9478E-05
151.99063,1.9457E-05
152.00127,1.9553E-05
152.01088,1.9634E-05
152.02068,1.9743E-05
152.03068,1.9578E-05
152.04152,1.9515E-05
152.05064,1.9557E-05
152.06068,1.9473E-05
152.07215,1.9624E-05
152.08068,1.9631E-05
152.09068,1.9648E-05
152.10087,1.9594E-05
152.11068,1.9492E-05
152.12064,1.9501E-05
152.13063,1.9511E-05
152.14064,1.9581E-05
152.15096,1.9575E-05
152.16067,1.9619E-05
152.17064,1.9654E-05
152.18207,1.9702E-05
152.19067,1.964E-05
152.20068,1.9706E-05
152.21081,1.9559E-05
152.22064,1.9483E-05
152.23068,1.9589E-05
152.24067,1.9528E-05
152.25068,1.957E-05
152.26066,1.9654E-05
152.27063,1.9571E-05
152.28064,1.959E-05
152.29152,1.9627E-05
152.30068,1.9595E-05
152.31068,1.9508E-05
152.32215,1.9528E-05
152.33068,1.9671E-05
152.34069,1.9654E-05
152.35089,1.9641E-05
152.36068,1.9606E-05
152.37064,1.9668E-05
152.38067,1.9514E-05
152.39068,1.9478E-05
152.40095,1.951E-05
152.41063,1.9595E-05
152.42064,1.9584E-05
152.43206,1.9496E-05
152.44063,1.9621E-05
152.45064,1.9589E-05
152.46077,1.9556E-05
152.47067,1.9642E-05
152.48068,1.9586E-05
152.49068,1.9638E-05
152.50068,1.9632E-05
152.51064,1.951E-05
152.52068,1.9561E-05
152.53068,1.9569E-05
152.54152,1.96E-05
152.55064,1.9589E-05
152.56068,1.9548E-05
152.57215,1.9474E-05
152.58068,1.9471E-05
152.59068,1.959E-05
152.60089,1.9609E-05
152.61064,1.9601E-05
152.62064,1.9576E-05
152.63063,1.9575E-05
152.64068,1.9668E-05
152.65091,1.9756E-05
152.66068,1.9733E-05
152.67068,1.9711E-05
152.6819,1.9573E-05
152.69063,1.9672E-05
152.70068,1.9695E-05
152.7108,1.9619E-05
152.72064,1.9621E-05
152.73068,1.9556E-05
152.74068,1.9578E-05
152.75068,1.9556E-05
152.76094,1.9575E-05
152.77063,1.9535E-05
152.78065,1.9589E-05
152.7915,1.9572E-05
152.80068,1.9592E-05
152.81064,1.9542E-05
152.82215,1.9532E-05
152.83064,1.9454E-05
152.84068,1.957E-05
152.85091,1.9545E-05
152.86068,1.9521E-05
152.87064,1.9551E-05
152.88063,1.959E-05
152.89069,1.9574E-05
152.90094,1.9525E-05
152.91068,1.9619E-05
152.92068,1.9598E-05
152.93211,1.9583E-05
152.94067,1.9531E-05
152.95065,1.9571E-05
152.96084,1.9392E-05
152.97064,1.9463E-05
152.98068,1.9554E-05
152.99068,1.9488E-05
153.00064,1.9482E-05
153.01079,1.9566E-05
153.02067,1.956E-05
153.03068,1.9505E-05
153.04157,1.9519E-05
153.05067,1.9422E-05
153.06068,1.9579E-05
153.07212,1.9591E-05
153.08068,1.9614E-05
153.09064,1.967E-05
153.10091,1.9608E-05
153.11068,1.9598E-05
153.12069,1.9665E-05
153.13067,1.9739E-05
153.14069,1.9701E-05
153.15092,1.9623E-05
153.16068,1.9734E-05
153.17068,1.9731E-05
153.18207,1.9731E-05
153.19063,1.9666E-05
153.20069,1.9556E-05
153.2108,1.9507E-05
153.22068,1.9525E-05
153.23064,1.9535E-05
153.24064,1.9537E-05
153.25126,1.9657E-05
153.26086,1.9689E-05
153.27067,1.972E-05
153.28068,1.9726E-05
153.29156,1.9734E-05
153.30067,1.9723E-05
153.31068,1.97E-05
153.32209,1.9688E-05
153.33068,1.9698E-05
153.34068,1.9734E-05
153.35093,1.9743E-05
153.36068,1.9726E-05
153.37069,1.975E-05
153.38067,1.9764E-05
153.39064,1.9728E-05
153.40089,1.9797E-05
153.41068,1.9723E-05
153.42068,1.9701E-05
153.43211,1.9718E-05
153.44067,1.9693E-05
153.45069,1.9679E-05
153.46084,1.9594E-05
153.47068,1.9787E-05
153.48064,1.9749E-05
153.49068,1.9688E-05
153.50064,1.9718E-05
153.51069,1.9652E-05
153.52063,1.9671E-05
153.53064,1.9526E-05
153.54133,1.9686E-05
153.55068,1.957E-05
153.56064,1.9709E-05
153.57216,1.9662E-05
153.58064,1.9658E-05
153.59064,1.9678E-05
153.60086,1.9638E-05
153.61064,1.9683E-05
153.62068,1.9687E-05
153.63067,1.9657E-05
153.64064,1.9688E-05
153.651,1.9652E-05
153.66067,1.9596E-05
153.67064,1.9639E-05
153.68185,1.966E-05
153.69068,1.9666E-05
153.70063,1.9668E-05
153.71085,1.9602E-05
153.72067,1.9652E-05
153.73064,1.9548E-05
153.74067,1.9503E-05
153.75064,1.9681E-05
153.76078,1.9689E-05
153.77068,1.9659E-05
153.78068,1.9659E-05
153.79152,1.972E-05
153.80067,1.9767E-05
153.81064,1.9693E-05
153.82215,1.9612E-05
153.83068,1.9668E-05
153.84064,1.9615E-05
153.8509,1.9554E-05
153.86068,1.9541E-05
153.87068,1.9666E-05
153.88068,1.9588E-05
153.89069,1.9532E-05
153.90095,1.9585E-05
153.91068,1.9617E-05
153.92064,1.9661E-05
153.93206,1.963E-05
153.94063,1.9634E-05
153.95064,1.966E-05
153.96084,1.9558E-05
153.97068,1.9573E-05
153.98064,1.966E-05
153.99064,1.9553E-05
154.00068,1.9517E-05
154.01068,1.96E-05
154.02068,1.9619E-05
154.03068,1.966E-05
154.04126,1.9641E-05
154.05064,1.9622E-05
154.06064,1.9581E-05
154.07206,1.9616E-05
154.08064,1.9603E-05
154.09064,1.9581E-05
154.10091,1.9566E-05
154.11064,1.9517E-05
154.12068,1.9652E-05
154.13063,1.9695E-05
154.14068,1.9685E-05
154.15094,1.9688E-05
154.16063,1.9703E-05
154.17068,1.9613E-05
154.18181,1.9696E-05
154.19068,1.9728E-05
154.20068,1.9627E-05
154.2108,1.9588E-05
154.22064,1.9578E-05
154.23064,1.9619E-05
154.24068,1.9544E-05
154.25068,1.9633E-05
154.26068,1.9679E-05
154.27068,1.9652E-05
154.28068,1.9567E-05
154.29131,1.9496E-05
154.30068,1.9371E-05
154.31069,1.9362E-05
154.3221,1.9512E-05
154.33068,1.9473E-05
154.34068,1.9477E-05
154.35089,1.9457E-05
154.36068,1.9554E-05
154.37064,1.9505E-05
154.38067,1.9525E-05
154.39064,1.947E-05
154.40093,1.9493E-05
154.41063,1.9494E-05
154.42064,1.9548E-05
154.43206,1.9619E-05
154.44067,1.9466E-05
154.45064,1.9458E-05
154.46077,1.951E-05
154.47068,1.9497E-05
154.48064,1.9522E-05
154.49067,1.9497E-05
154.50068,1.9466E-05
154.51081,1.9518E-05
154.52067,1.9398E-05
154.53068,1.9438E-05
154.54154,1.9472E-05
154.55063,1.9518E-05
154.56064,1.9491E-05
154.57215,1.9493E-05
154.58068,1.9427E-05
154.59091,1.9447E-05
154.60089,1.9485E-05
154.61064,1.9421E-05
154.62064,1.9448E-05
154.63067,1.9564E-05
154.64069,1.9496E-05
154.65089,1.9529E-05
154.66068,1.9528E-05
154.67068,1.9515E-05
154.68182,1.9496E-05
154.69068,1.9529E-05
154.70068,1.9523E-05
154.71085,1.9465E-05
154.72068,1.9442E-05
154.73064,1.9458E-05
154.74063,1.9504E-05
154.75064,1.959E-05
154.76068,1.9655E-05
154.77067,1.9518E-05
154.78068,1.9605E-05
154.79156,1.9539E-05
154.80067,1.9523E-05
154.81064,1.949E-05
154.82214,1.9463E-05
154.83067,1.9643E-05
154.84068,1.9548E-05
154.8509,1.9459E-05
154.86068,1.9538E-05
154.87068,1.9495E-05
154.88067,1.942E-05
154.89064,1.9436E-05
154.90088,1.9431E-05
154.91063,1.9404E-05
154.92064,1.9473E-05
154.93208,1.946E-05
154.94067,1.9439E-05
154.95064,1.9428E-05
154.96085,1.941E-05
154.97064,1.9408E-05
154.98068,1.9519E-05
154.99063,1.9567E-05
155.00068,1.9598E-05
155.01068,1.9602E-05
155.02067,1.9686E-05
155.03064,1.9635E-05
155.04155,1.9572E-05
155.05063,1.9571E-05
155.06064,1.9537E-05
155.07215,1.9556E-05
155.08067,1.9558E-05
155.09064,1.9648E-05
155.10088,1.9553E-05
155.11068,1.9556E-05
155.12064,1.9575E-05
155.13063,1.9526E-05
155.14068,1.9583E-05
155.15102,1.9635E-05
155.16067,1.9575E-05
155.17068,1.9625E-05
155.18207,1.9566E-05
155.19064,1.9542E-05
155.20064,1.9559E-05
155.21084,1.9564E-05
155.22068,1.949E-05
155.23068,1.9501E-05
155.24063,1.9529E-05
155.25064,1.9483E-05
155.26068,1.9593E-05
155.27068,1.9529E-05
155.28068,1.9494E-05
155.29156,1.9435E-05
155.30068,1.9419E-05
155.31068,1.9485E-05
155.3221,1.9611E-05
155.33068,1.9632E-05
155.34068,1.9519E-05
155.35091,1.948E-05
155.36064,1.9505E-05
155.37068,1.9467E-05
155.38064,1.9477E-05
155.39064,1.9436E-05
155.40093,1.952E-05
155.41063,1.9583E-05
155.42064,1.9538E-05
155.43215,1.9521E-05
155.44068,1.9568E-05
155.45064,1.9602E-05
155.4608,1.9579E-05
155.47068,1.962E-05
155.48064,1.9545E-05
155.49067,1.961E-05
155.50068,1.9594E-05
155.5107,1.9592E-05
155.52063,1.9566E-05
155.53064,1.9621E-05
155.54152,1.9605E-05
155.55067,1.9559E-05
155.56069,1.952E-05
155.57211,1.9666E-05
155.58068,1.963E-05
155.59068,1.9655E-05
155.60091,1.9616E-05
155.61065,1.9548E-05
155.62069,1.9591E-05
155.63067,1.9644E-05
155.64069,1.9615E-05
155.65095,1.9657E-05
155.66068,1.962E-05
155.67068,1.9624E-05
155.6821,1.9527E-05
155.69068,1.9504E-05
155.70068,1.9518E-05
155.71085,1.9594E-05
155.72067,1.9589E-05
155.73065,1.9561E-05
155.74063,1.9569E-05
155.75069,1.9585E-05
155.76071,1.9546E-05
155.77063,1.9512E-05
155.78069,1.9421E-05
155.79152,1.9528E-05
155.80068,1.9483E-05
155.81064,1.9603E-05
155.82214,1.9579E-05
155.83069,1.956E-05
155.84063,1.9627E-05
155.85087,1.9648E-05
155.86065,1.9623E-05
155.87065,1.9601E-05
155.88063,1.9593E-05
155.89069,1.9652E-05
155.901,1.9638E-05
155.91068,1.9529E-05
155.92068,1.9603E-05
155.93212,1.9556E-05
155.94068,1.9599E-05
155.95068,1.9556E-05
155.9608,1.9526E-05
155.97068,1.9424E-05
155.98069,1.9618E-05
155.99067,1.949E-05
156.00065,1.9523E-05
156.01074,1.949E-05
156.02067,1.9652E-05
156.03069,1.952E-05
156.04154,1.9515E-05
156.05064,1.9444E-05
156.06068,1.9438E-05
156.07214,1.945E-05
156.08069,1.9501E-05
156.09068,1.9417E-05
156.10094,1.9367E-05
156.11073,1.9465E-05
156.12065,1.9438E-05
156.13067,1.9452E-05
156.14065,1.9512E-05
156.15098,1.946E-05
156.16064,1.9405E-05
156.17064,1.9446E-05
156.18212,1.9485E-05
156.19064,1.952E-05
156.20068,1.9429E-05
156.21085,1.9484E-05
156.22065,1.9518E-05
156.23069,1.9532E-05
156.24067,1.9446E-05
156.25069,1.9444E-05
156.26076,1.9454E-05
156.27063,1.9441E-05
156.28069,1.951E-05
156.29151,1.9476E-05
156.30064,1.9474E-05
156.31064,1.9452E-05
156.32215,1.9487E-05
156.33069,1.9465E-05
156.34068,1.9431E-05
156.35088,1.9479E-05
156.36069,1.9463E-05
156.37069,1.9442E-05
156.38063,1.9457E-05
156.39065,1.9484E-05
156.40089,1.9423E-05
156.41064,1.9361E-05
156.42068,1.9376E-05
156.43213,1.94E-05
156.44068,1.9423E-05
156.45064,1.9336E-05
156.46084,1.9485E-05
156.47068,1.9436E-05
156.48068,1.9529E-05
156.49068,1.9368E-05
156.50064,1.932E-05
156.51071,1.9344E-05
156.52063,1.9419E-05
156.53068,1.9375E-05
156.54144,1.9346E-05
156.55067,1.9333E-05
156.56068,1.9371E-05
156.57215,1.9342E-05
156.58063,1.9316E-05
156.59064,1.9303E-05
156.60092,1.9377E-05
156.61069,1.9403E-05
156.62068,1.9416E-05
156.63068,1.9392E-05
156.64068,1.94E-05
156.65098,1.9422E-05
156.66063,1.9476E-05
156.67064,1.9553E-05
156.68205,1.9569E-05
156.69067,1.955E-05
156.70064,1.9463E-05
156.71085,1.9491E-05
156.72068,1.9461E-05
156.73065,1.9538E-05
156.74067,1.9473E-05
156.75064,1.95E-05
156.76086,1.942E-05
156.77063,1.9466E-05
156.78064,1.9478E-05
156.79151,1.953E-05
156.80067,1.943E-05
156.81068,1.9515E-05
156.8221,1.9422E-05
156.83067,1.9395E-05
156.84068,1.9446E-05
156.85086,1.9405E-05
156.86068,1.937E-05
156.87069,1.9344E-05
156.88063,1.9381E-05
156.89064,1.9438E-05
156.90089,1.9464E-05
156.91063,1.9374E-05
156.92069,1.9324E-05
156.93209,1.9563E-05
156.94068,1.9554E-05
156.95068,1.958E-05
156.96081,1.9517E-05
156.97068,1.9604E-05
156.98064,1.9575E-05
156.99068,1.9627E-05
157.00064,1.9499E-05
157.01064,1.9539E-05
157.02064,1.9611E-05
157.03064,1.9796E-05
157.04128,1.9699E-05
157.05064,1.961E-05
157.06068,1.969E-05
157.07212,1.9761E-05
157.08064,1.9715E-05
157.09068,1.9749E-05
157.1009,1.9748E-05
157.11068,1.9699E-05
157.12068,1.9764E-05
157.13067,1.9754E-05
157.14068,1.9639E-05
157.151,1.9688E-05
157.16067,1.9641E-05
157.17064,1.9607E-05
157.18208,1.9638E-05
157.19063,1.9633E-05
157.20064,1.964E-05
157.21083,1.9614E-05
157.22064,1.9539E-05
157.23068,1.9515E-05
157.24068,1.9668E-05
157.25068,1.9644E-05
157.26068,1.9574E-05
157.27067,1.9557E-05
157.28068,1.9574E-05
157.2915,1.9648E-05
157.30068,1.9679E-05
157.31068,1.9471E-05
157.32212,1.9558E-05
157.33064,1.9523E-05
157.34068,1.9531E-05
157.35083,1.9493E-05
157.36068,1.9548E-05
157.37064,1.9493E-05
157.38067,1.9468E-05
157.39068,1.9535E-05
157.40092,1.9489E-05
157.41068,1.9463E-05
157.42064,1.9458E-05
157.43204,1.9416E-05
157.44067,1.9397E-05
157.45069,1.9451E-05
157.4608,1.9492E-05
157.47068,1.9438E-05
157.48064,1.9462E-05
157.49064,1.9438E-05
157.50068,1.9404E-05
157.51078,1.9369E-05
157.52063,1.9441E-05
157.53064,1.9417E-05
157.54154,1.943E-05
157.55067,1.9422E-05
157.56068,1.9439E-05
157.57214,1.9428E-05
157.58063,1.9399E-05
157.59069,1.9434E-05
157.60083,1.937E-05
157.61068,1.9455E-05
157.62068,1.944E-05
157.63068,1.9415E-05
157.64064,1.9393E-05
157.65093,1.9411E-05
157.66063,1.9396E-05
157.67068,1.9397E-05
157.68206,1.944E-05
157.69067,1.9379E-05
157.70068,1.9394E-05
157.7108,1.9476E-05
157.72064,1.9403E-05
157.73069,1.9465E-05
157.74067,1.9414E-05
157.75069,1.9369E-05
157.76068,1.9433E-05
157.77068,1.947E-05
157.78068,1.9457E-05
157.79152,1.9425E-05
157.80067,1.9531E-05
157.81064,1.9504E-05
157.8221,1.9468E-05
157.83064,1.9519E-05
157.84069,1.9451E-05
157.85085,1.9415E-05
157.86068,1.947E-05
157.87068,1.9458E-05
157.88068,1.94E-05
157.89068,1.9343E-05
157.90095,1.9348E-05
157.91067,1.9347E-05
157.92068,1.9369E-05
157.93207,1.9396E-05
157.94063,1.9439E-05
157.95068,1.9351E-05
157.96078,1.9399E-05
157.97067,1.9405E-05
157.98068,1.9496E-05
157.99063,1.9437E-05
158.00065,1.9778E-05
158.01068,1.9391E-05
158.02068,1.9449E-05
158.03064,1.9405E-05
158.04149,1.9441E-05
158.05067,1.9422E-05
158.06068,1.9395E-05
158.07212,1.9351E-05
158.08067,1.9368E-05
158.09064,1.9392E-05
158.10089,1.9364E-05
158.11064,1.9425E-05
158.12069,1.9315E-05
158.13063,1.9349E-05
158.14065,1.9315E-05
158.15088,1.9322E-05
158.16068,1.9327E-05
158.17064,1.9396E-05
158.18183,1.9401E-05
158.19064,1.9503E-05
158.20069,1.9434E-05
158.21084,1.9414E-05
158.22068,1.9405E-05
158.23068,1.9476E-05
158.24068,1.9454E-05
158.25064,1.9418E-05
158.26069,1.9476E-05
158.27068,1.9345E-05
158.28069,1.9432E-05
158.29153,1.9471E-05
158.30064,1.9409E-05
158.31068,1.94E-05
158.3221,1.9438E-05
158.33067,1.9364E-05
158.34064,1.9382E-05
158.35087,1.94E-05
158.36068,1.9446E-05
158.37064,1.9536E-05
158.38063,1.9545E-05
158.39064,1.9561E-05
158.40095,1.9593E-05
158.41068,1.9524E-05
158.42064,1.9491E-05
158.43209,1.9423E-05
158.44067,1.9436E-05
158.45064,1.9451E-05
158.46082,1.9473E-05
158.47068,1.9498E-05
158.48069,1.9503E-05
158.49063,1.9483E-05
158.50068,1.9442E-05
158.51064,1.9444E-05
158.52067,1.9395E-05
158.53069,1.941E-05
158.54148,1.9444E-05
158.55064,1.9447E-05
158.56068,1.9443E-05
158.57211,1.9437E-05
158.58063,1.9442E-05
158.59064,1.9377E-05
158.60084,1.943E-05
158.61064,1.9436E-05
158.62069,1.9488E-05
158.63067,1.9441E-05
158.64065,1.941E-05
158.65092,1.939E-05
158.66064,1.9399E-05
158.67068,1.943E-05
158.68207,1.9426E-05
158.69063,1.94E-05
158.70068,1.9479E-05
158.71085,1.9445E-05
158.72068,1.9444E-05
158.73064,1.9446E-05
158.74062,1.9409E-05
158.75064,1.9479E-05
158.76068,1.9392E-05
158.77064,1.9416E-05
158.78064,1.9372E-05
158.79123,1.9399E-05
158.80067,1.9397E-05
158.81064,1.9403E-05
158.82211,1.9436E-05
158.83063,1.9422E-05
158.84068,1.9426E-05
158.85087,1.9438E-05
158.86063,1.9463E-05
158.87065,1.9468E-05
158.88063,1.9467E-05
158.89069,1.9445E-05
158.90092,1.9432E-05
158.91068,1.9426E-05
158.92068,1.9453E-05
158.93203,1.9405E-05
158.94063,1.9401E-05
158.95064,1.9405E-05
158.96083,1.9411E-05
158.97068,1.9467E-05
158.98069,1.9459E-05
158.99063,1.9427E-05
159.00065,1.9427E-05
159.01064,1.9422E-05
159.02064,1.9436E-05
159.03064,1.9463E-05
159.04151,1.9406E-05
159.05067,1.9476E-05
159.06064,1.9474E-05
159.0721,1.9485E-05
159.08063,1.9484E-05
159.09064,1.9414E-05
159.10085,1.9412E-05
159.11068,1.9436E-05
159.12069,1.9441E-05
159.13063,1.9452E-05
159.14069,1.9432E-05
159.15092,1.9338E-05
159.16068,1.9381E-05
159.17064,1.9356E-05
159.18212,1.9392E-05
159.19067,1.9372E-05
159.20064,1.9363E-05
159.21081,1.9372E-05
159.22064,1.9332E-05
159.23065,1.9327E-05
159.24068,1.9294E-05
159.25068,1.9288E-05
159.26088,1.9315E-05
159.27068,1.9375E-05
159.28064,1.9341E-05
159.29127,1.9365E-05
159.30068,1.9326E-05
159.31069,1.9395E-05
159.32214,1.9389E-05
159.33064,1.9411E-05
159.34068,1.9345E-05
159.35085,1.9338E-05
159.36064,1.9353E-05
159.37065,1.9435E-05
159.38067,1.9398E-05
159.39069,1.9423E-05
159.40095,1.9414E-05
159.41064,1.9341E-05
159.42068,1.9368E-05
159.43202,1.9332E-05
159.44067,1.9343E-05
159.45068,1.9344E-05
159.4608,1.9417E-05
159.47068,1.9365E-05
159.48064,1.9442E-05
159.49063,1.9388E-05
159.50127,1.9338E-05
159.51068,1.9359E-05
159.52064,1.929E-05
159.53068,1.9315E-05
159.54064,1.9328E-05
159.55068,1.9303E-05
159.56069,1.9406E-05
159.57214,1.928E-05
159.58068,1.9285E-05
159.59068,1.9332E-05
159.60086,1.929E-05
159.61068,1.928E-05
159.62065,1.9278E-05
159.63067,1.9335E-05
159.64069,1.9302E-05
159.65094,1.9311E-05
159.66064,1.934E-05
159.67068,1.9353E-05
159.68202,1.9375E-05
159.69067,1.9312E-05
159.70064,1.9418E-05
159.7108,1.936E-05
159.72068,1.9335E-05
159.73069,1.9359E-05
159.74067,1.9326E-05
159.75069,1.9332E-05
159.7607,1.9378E-05
159.77064,1.9358E-05
159.78064,1.9358E-05
159.79151,1.933E-05
159.80067,1.9353E-05
159.81064,1.9343E-05
159.82215,1.9337E-05
159.83063,1.9382E-05
159.84064,1.9329E-05
159.85084,1.9346E-05
159.86064,1.9346E-05
159.87064,1.9333E-05
159.88068,1.9312E-05
159.89068,1.9367E-05
159.90089,1.9368E-05
159.91063,1.9341E-05
159.92068,1.9375E-05
159.93211,1.9337E-05
159.94067,1.9416E-05
159.95068,1.9351E-05
159.9608,1.9321E-05
159.97071,1.9369E-05
159.98065,1.936E-05
159.99067,1.9346E-05
160.00069,1.931E-05
160.01068,1.9322E-05
160.02064,1.928E-05
160.03068,1.932E-05
160.04155,1.9287E-05
160.05067,1.9356E-05
160.06068,1.9282E-05
160.07215,1.9322E-05
160.08068,1.9286E-05
160.09065,1.9346E-05
160.10084,1.9361E-05
160.11068,1.9322E-05
160.12068,1.9381E-05
160.13068,1.9403E-05
160.14068,1.9311E-05
160.15089,1.9317E-05
160.16067,1.9278E-05
160.17064,1.9292E-05
160.18204,1.9342E-05
160.19063,1.9318E-05
160.20068,1.9335E-05
160.21081,1.927E-05
160.22071,1.929E-05
160.23069,1.9245E-05
160.24063,1.9263E-05
160.25065,1.9307E-05
160.26068,1.9325E-05
160.27068,1.936E-05
160.28064,1.9388E-05
160.29154,1.9384E-05
160.30063,1.929E-05
160.31068,1.9289E-05
160.32213,1.9277E-05
160.33063,1.9362E-05
160.34068,1.9321E-05
160.35082,1.9296E-05
160.36068,1.9304E-05
160.37065,1.9291E-05
160.38067,1.9298E-05
160.39065,1.9293E-05
160.40092,1.9288E-05
160.41064,1.9271E-05
160.42068,1.9356E-05
160.43203,1.9326E-05
160.44067,1.9338E-05
160.45068,1.9285E-05
160.46081,1.9392E-05
160.47064,1.9342E-05
160.48069,1.9373E-05
160.49067,1.9333E-05
160.50069,1.9282E-05
160.51068,1.9323E-05
160.52068,1.9375E-05
160.53064,1.9362E-05
160.54123,1.9367E-05
160.55067,1.9309E-05
160.56069,1.9348E-05
160.57206,1.9292E-05
160.58068,1.9304E-05
160.59064,1.9301E-05
160.60085,1.9308E-05
160.61068,1.9326E-05
160.62069,1.9238E-05
160.63063,1.9313E-05
160.64065,1.9316E-05
160.65088,1.9252E-05
160.66068,1.9274E-05
160.67068,1.9235E-05
160.68203,1.9248E-05
160.69063,1.9325E-05
160.70068,1.9263E-05
160.71081,1.9247E-05
160.72068,1.924E-05
160.73069,1.9285E-05
160.74063,1.9252E-05
160.75068,1.9271E-05
160.76064,1.9291E-05
160.77068,1.9319E-05
160.78064,1.9253E-05
160.79133,1.9263E-05
160.80063,1.9294E-05
160.81068,1.9338E-05
160.82214,1.9363E-05
160.83064,1.9375E-05
160.84064,1.9364E-05
160.85081,1.9324E-05
160.86072,1.9356E-05
160.87064,1.9472E-05
160.88063,1.9466E-05
160.89068,1.9373E-05
160.90064,1.9403E-05
160.91068,1.9384E-05
160.92069,1.9366E-05
160.93202,1.9367E-05
160.94063,1.9363E-05
160.95068,1.9343E-05
160.96083,1.9321E-05
160.97068,1.9317E-05
160.98065,1.9384E-05
160.99063,1.9318E-05
161.00069,1.9363E-05
161.01067,1.9366E-05
161.02067,1.9359E-05
161.03069,1.9339E-05
161.04143,1.934E-05
161.05064,1.9337E-05
161.06068,1.935E-05
161.07212,1.9392E-05
161.08068,1.9389E-05
161.09064,1.9381E-05
161.10083,1.9326E-05
161.11064,1.9362E-05
161.12069,1.9323E-05
161.13063,1.9299E-05
161.14069,1.9348E-05
161.15088,1.9327E-05
161.16068,1.9373E-05
161.17068,1.9373E-05
161.18203,1.9382E-05
161.19067,1.9339E-05
161.20064,1.9389E-05
161.21081,1.9314E-05
161.22068,1.9329E-05
161.23088,1.9312E-05
161.24064,1.9325E-05
161.25069,1.9303E-05
161.26069,1.9306E-05
161.27064,1.9345E-05
161.28068,1.9321E-05
161.29155,1.9389E-05
161.30067,1.9362E-05
161.31068,1.9351E-05
161.32208,1.9347E-05
161.33064,1.9375E-05
161.34068,1.9346E-05
161.35084,1.9381E-05
161.36069,1.9418E-05
161.37065,1.9404E-05
161.38067,1.9416E-05
161.39069,1.9432E-05
161.40089,1.9417E-05
161.41068,1.9425E-05
161.42068,1.9395E-05
161.43203,1.9361E-05
161.44068,1.9359E-05
161.45068,1.9436E-05
161.4608,1.9554E-05
161.47064,1.954E-05
161.48064,1.942E-05
161.49068,1.9541E-05
161.50115,1.9497E-05
161.51069,1.9483E-05
161.52068,1.9329E-05
161.53068,1.9283E-05
161.54146,1.9371E-05
161.55067,1.9331E-05
161.56069,1.9329E-05
161.57206,1.9267E-05
161.58064,1.9254E-05
161.59068,1.9303E-05
161.60083,1.928E-05
161.61064,1.9298E-05
161.62069,1.9308E-05
161.63067,1.9289E-05
161.64068,1.9282E-05
161.65093,1.9307E-05
161.66067,1.9298E-05
161.67064,1.9299E-05
161.68202,1.9323E-05
161.69063,1.9289E-05
161.70063,1.9327E-05
161.71081,1.9282E-05
161.72064,1.9269E-05
161.73067,1.9291E-05
161.74068,1.9282E-05
161.75068,1.9214E-05
161.76093,1.9242E-05
161.77063,1.9286E-05
161.78068,1.931E-05
161.79128,1.9307E-05
161.80068,1.9249E-05
161.81064,1.9291E-05
161.82212,1.9307E-05
161.83063,1.9278E-05
161.84069,1.9266E-05
161.85084,1.9321E-05
161.86064,1.9261E-05
161.87064,1.9267E-05
161.88068,1.9329E-05
161.89064,1.9296E-05
161.90089,1.9295E-05
161.91068,1.9304E-05
161.92069,1.9258E-05
161.93201,1.9247E-05
161.94064,1.9275E-05
161.95064,1.9275E-05
161.96085,1.926E-05
161.97068,1.933E-05
161.98064,1.9316E-05
161.99067,1.9415E-05
162.00114,1.9361E-05
162.01066,1.9297E-05
162.02067,1.9337E-05
162.03069,1.9288E-05
162.04121,1.9273E-05
162.05064,1.9305E-05
162.06064,1.9362E-05
162.07212,1.9326E-05
162.08068,1.9315E-05
162.09069,1.929E-05
162.10082,1.9257E-05
162.11065,1.9264E-05
162.12064,1.9255E-05
162.13068,1.9277E-05
162.14068,1.9237E-05
162.15088,1.9229E-05
162.16064,1.925E-05
162.17064,1.932E-05
162.18201,1.926E-05
162.19068,1.9276E-05
162.20069,1.9253E-05
162.2108,1.9277E-05
162.22068,1.9277E-05
162.23064,1.9326E-05
162.24064,1.9258E-05
162.25068,1.9283E-05
162.26068,1.9341E-05
162.27068,1.9335E-05
162.28064,1.9257E-05
162.29145,1.9286E-05
162.30068,1.9297E-05
162.31064,1.9284E-05
162.32211,1.9285E-05
162.33067,1.9303E-05
162.34068,1.9284E-05
162.35082,1.9293E-05
162.36068,1.9254E-05
162.37064,1.9305E-05
162.38063,1.932E-05
162.39064,1.9314E-05
162.40092,1.9287E-05
162.41068,1.9284E-05
162.42064,1.9326E-05
162.43203,1.9331E-05
162.44067,1.9353E-05
162.45068,1.936E-05
162.46085,1.9383E-05
162.47064,1.9345E-05
162.48068,1.9319E-05
162.49063,1.9353E-05
162.50064,1.9385E-05
162.51068,1.9341E-05
162.52068,1.9308E-05
162.53068,1.934E-05
